County,Month,Calendar Year,CalFresh Persons,CalFresh Households,Child Only Persons,Total Issuances,Caseload Total Student Count,All Federal Persons,All CFAP Persons,Total SSI Persons in SNB Households,Total SSI  Persons in TNB Households,State Issuances,EBT_SNB_dollars,EBT_TNB_dollars,Unemployment Monthly,Active Error Rate,Negative Error Rate,Negative Error Rate on Completed Cases,Applications Approved Containing at Least One Student,Applications Denied Containing at Least One Student,Applications Pended Containing at Least One Student,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,Ineligible Denials - SSI,Procedural Denials - SSI,SSI Only - Ineligible Denials,SSI Only Procedural Denials,Online Apps - SSI,Non-Online Apps - SSI,Applications Received,Online Applications Received,All_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,SSA_GCF_apps_submit,Average Age of SSI Persons Newly Applying,Average Days to Dispose - SSI,Average Approved Benefit - SSI,Denial reason - CF Missed Interview,Denial Reason - FTP Income,Denial Reason - Failed to Complete Determination,Denial Reason - Ineligible,Denial Reason - Ineligible CF Student,Denial Reason - Unavailable,Denial Reason - Out of the Home,Denial Reason - Over Income,Denial Reason - Procedural,Applications Submitted via BenefitsCal,Applications Submitted via Code for America,Applications Submitted via Other Online Source,Applications Submitted via Other Source,New Applications Age  17 and Under,New Applications Age 8 to 49,New Applications Age 50 and Over,New Applications Age Total,New Applications Avg Age,New Applications - ICT Transfers,New Applications Language Armenian,New Applications Language Cambodian,New Applications Language Cantonese,New Applications Language English,New Applications Langugage Farsi,New Applications Language Korean,New Applications Language Mandarin,New Applications Language  Other,New Applications Language Russian,New Applications Language Spanish,New Applications Language Vietnamese,New Applications Language Missing,New Applications Language Total,New Applications Hispanic,New Applications White,New Application Asian,New Applications Black or African_American,New Applications More Than One Race/Ethnicity,New Applications American Indian Alaskan Native,"New Applications Native Hawaiian Pacific Islander ",New Applications Other Race/Ethnicity,New Applications Unknown Race/Ethnicity,New Applications Race/Ethnicity Total,New Applications Gender Female,New Applications Gender Male,New Applications Gender Other,New Applications Gender Declined_to_State,New Applications Gender Total,New Applications Exemptions- Employment and Training Program,New Applications Exemptions-Other Employment and Training Program,New Applications Exemptions-LPIE,New Applications Exemptions- Employed 20 Hours Week,New Applications Exemptions-Care of a Child,New Applications Exemptions- Work Study,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - English,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Vietnamese," SSI Person Race/Ethnicity - Hispanic"," SSI Person Race/Ethnicity - White"," SSI Person Race/Ethnicity - Asian"," SSI Person Race/Ethnicity - Black or African American"," SSI Person Race/Ethnicity - More Than One Race/Ethnicity"," SSI Person Race/Ethnicity - American Indian or Alaska Native"," SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander"," SSI Person Race/Ethnicity - Other"," SSI Person Race/Ethnicity - Unknown",SSI Persons in New Apps Disposed,SSI-only HHs of 1 added in the month,SSI-only HHs of 2 added in the month,SSI only-HHs of 3+ added in the month,Total SSI-only HHs added in the month,Claim Shelter Deduction - SSI,Claim Standard Medical Deduction - SSI,"Claim Homeless Deduction - SSI "
Santa Barbara,January,2023,"54,860","32,512","11,263",,5215,,,183,18,,"29,946","2,725",3.10%,11.59%,51.72%,29,529,364,4,60,12,5,7,1,1,39,33,"3,610","2,685","2,613","2,231",378,4,48,25,206,0,0,0,9,0,242,15,0,5,0,0,844,53,,927,,935,22,6,0,0,,892,0,,0,0,0,,,0,935,77,208,47,16,99,,,31,451,935,593,326,,,935,347,341,,0,16,143,0,0,0,50,0,0,0,1,0,21,0,17,30,0,0,*,0,*,*,29,79,42,3,0,45,72,*,*
Santa Clara,January,2023,"124,905","78,746","10,331",,3448,,,482,93,,"73,690","13,387",2.00%,4.21%,0.00%,4,264,349,85,160,18,13,5,2,4,100,78,"6,257","4,462","4,339","4,085",249,5,53,22,191,0,0,0,10,0,226,15,0,14,0,0,606,92,,735,,746,24,8,0,0,,674,0,0,0,,,36,32,0,746,137,54,126,16,75,,,81,254,746,476,267,,,746,151,127,,0,35,43,0,2,2,124,0,1,6,7,0,10,26,40,26,57,11,*,0,*,17,48,206,118,10,0,128,178,*,0
Santa Cruz,January,2023,"31,308","19,932","3,752",,2475,,,100,18,,"15,045","1,989",4.50%,11.59%,51.72%,29,265,257,1,25,2,1,1,0,0,12,15,"1,513","1,123","1,471","1,296",174,1,41,9,124,0,0,0,5,0,168,12,0,8,0,0,476,47,0,,,558,22,5,0,0,0,534,0,0,0,0,0,24,0,0,558,79,55,,,49,0,0,,357,558,327,203,,,558,139,137,,0,12,61,0,0,0,20,0,0,0,0,0,7,0,*,*,0,0,*,*,0,*,*,28,19,0,0,19,27,*,*
Shasta,January,2023,"28,283","17,141",199,,590,,,178,40,,"27,043","5,421",4.10%,11.59%,51.72%,29,26,39,88,52,30,7,22,0,3,36,46,"1,585",991,722,707,15,0,45,33,148,14,3,8,6,0,0,0,2,6,23,40,60,30,0,,,174,28,3,0,0,0,174,0,0,0,0,0,0,0,0,174,12,93,,,30,,,,24,174,107,,0,,174,50,46,,47,36,,0,0,0,82,0,0,0,0,0,0,0,*,65,*,*,*,*,0,*,*,103,44,0,1,45,47,0,0
Sierra,January,2023,347,232,0,,0,,,*,0,,166,0,3.60%,11.59%,51.72%,29,0,1,0,0,0,0,0,0,0,0,0,16,4,3,3,0,0,.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,,25,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siskiyou,January,2023,"8,419","5,103",83,,99,,,64,15,,"9,679","2,851",5.70%,11.59%,51.72%,29,2,2,5,11,4,1,3,0,0,7,8,285,167,189,184,5,0,46,62,140,0,0,1,1,0,0,0,0,0,3,5,0,1,0,13,0,13,31,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,,0,0,,0,0,0,,13,,,0,,13,,,,,,0,0,0,0,15,0,0,0,0,0,0,0,0,19,0,0,*,*,0,0,*,25,10,0,0,10,*,*,0
Solano,January,2023,"52,090","30,764","2,555",,982,,,277,53,,"45,423","8,663",3.80%,4.30%,50.00%,2,71,128,0,89,14,10,4,1,1,53,50,"2,661","1,642","1,613","1,570",43,0,46,19,150,0,0,0,1,0,85,11,0,6,0,0,165,34,0,,,221,26,3,0,0,0,206,0,0,0,,0,12,,0,221,34,28,45,46,18,,,,38,221,154,,0,,221,14,12,,0,24,,0,0,0,87,0,0,1,9,0,6,0,18,23,14,36,*,*,*,*,21,120,57,2,0,59,103,*,*
Sonoma,January,2023,"38,403","23,942","3,972",,580,,,116,16,,"17,895","2,065",2.50%,11.59%,51.72%,29,59,142,0,48,19,4,15,0,6,40,27,"2,387","1,523","1,543","1,412",131,0,40,30,210,0,0,0,4,0,81,15,0,7,0,0,161,40,,221,,226,26,5,0,0,0,196,0,0,0,0,0,30,0,0,226,49,35,,,22,0,0,37,77,226,156,70,0,0,226,19,19,,0,28,,0,0,0,53,0,0,1,1,0,12,0,15,13,*,*,0,*,0,15,21,70,38,0,0,38,67,*,0
Stanislaus,January,2023,"82,244","43,894","4,868",,1530,,,438,99,,"67,124","14,543",5.30%,6.03%,50.00%,4,110,164,214,161,55,14,38,0,0,115,101,"4,455","2,861","2,083","2,042",40,1,46,36,201,45,24,6,29,0,0,2,24,34,58,275,67,88,,551,,557,25,9,0,0,0,532,,0,0,,0,21,,0,557,118,108,24,17,160,,,,125,557,412,142,,,557,184,157,,82,96,,0,0,1,182,2,0,0,2,0,29,0,46,99,17,21,29,*,*,*,61,284,110,4,0,114,130,0,0
Sutter,January,2023,"13,866","6,790",649,,290,,,63,32,,"10,431","4,594",6.80%,11.59%,51.72%,29,16,22,24,20,18,4,13,1,0,18,20,575,324,326,322,4,0,39,36,317,9,4,0,0,0,0,0,3,6,6,15,28,13,0,,,77,27,2,0,0,0,,0,0,0,0,0,,0,0,77,18,24,,,18,0,0,,,77,52,,0,,77,36,33,,14,16,,0,0,0,33,0,0,0,1,0,4,0,*,24,*,*,*,0,0,0,*,49,11,0,0,11,14,0,0
Tehama,January,2023,"11,616","6,564",533,,178,,,75,24,,"11,051","2,948",4.60%,11.59%,51.72%,29,6,14,11,22,11,2,9,1,2,16,17,501,331,252,251,1,0,45,14,204,7,0,0,1,0,0,0,2,4,5,16,1,9,,,0,39,26,1,0,0,0,,0,0,0,0,0,,0,0,39,,19,0,,,0,0,0,0,39,22,,,,39,17,14,,,15,,0,0,0,29,0,0,0,0,0,4,0,*,32,*,*,*,*,0,*,*,45,12,1,0,13,19,0,0
Trinity,January,2023,"2,907","1,762",*,,32,,,11,*,,"1,552",921,4.70%,11.59%,51.72%,29,1,2,2,6,0,0,0,0,0,2,4,124,49,40,40,0,0,46,25,189,1,0,0,0,0,0,1,0,0,0,0,3,2,0,,0,,27,1,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,,0,0,0,,,,,0,,0,0,0,0,6,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,*,*,4,0,0,4,*,0,0
Tulare,January,2023,"128,923","60,611","11,882",,2095,,,711,160,,"125,159","20,386",8.20%,9.88%,33.33%,3,105,245,125,126,14,6,8,1,1,42,98,"4,085","2,066","1,498","1,481",17,0,34,23,199,0,0,0,2,0,203,15,0,4,0,0,268,207,,554,,565,25,1,0,0,0,448,0,0,0,0,0,117,0,0,565,290,51,,,72,,0,16,126,565,374,,,0,565,94,89,,0,66,,0,0,0,91,0,0,0,0,0,49,0,111,25,*,*,*,*,0,*,21,170,60,6,0,66,140,0,*
Tuolumne,January,2023,"6,315","4,151",39,,108,,,21,*,,"2,893",649,4.00%,11.59%,51.72%,29,3,12,17,11,2,0,1,0,1,1,12,398,202,138,136,1,1,47,14,185,0,2,0,5,0,0,0,1,4,3,21,1,7,0,,,38,28,2,0,0,0,38,0,0,0,0,0,0,0,0,38,,24,0,,,0,,0,,38,27,11,0,0,38,20,19,,,,0,0,0,0,13,0,0,0,0,0,0,0,*,15,0,0,*,0,0,0,0,17,7,1,0,8,12,0,0
Ventura,January,2023,"75,243","42,136","10,261",,1423,,,260,39,,"42,637","6,454",3.20%,6.99%,0.00%,4,125,317,1,76,22,9,13,2,3,45,53,"3,911","2,760","2,498","2,454",42,2,43,18,184,0,0,0,6,0,212,30,0,12,0,0,376,67,0,486,13,499,25,3,0,0,0,444,0,0,0,0,0,55,0,0,499,141,59,14,,67,0,0,,204,499,333,159,,,499,34,32,,0,42,,0,0,0,70,1,0,0,0,0,26,1,47,16,*,*,*,0,0,*,40,114,48,2,0,50,98,*,0
Yolo,January,2023,"22,553","14,552",835,,4634,,,73,31,,"12,140","2,722",3.60%,11.59%,51.72%,29,392,434,352,35,31,5,26,1,3,27,39,"2,261","1,526","1,574","1,478",96,0,50,47,232,285,4,56,31,0,8,3,11,33,82,574,257,265,,1454,,1458,22,6,0,0,,1439,0,0,0,0,0,16,,0,1458,277,171,220,,253,0,,43,458,1458,1023,427,,,1458,827,721,,15,28,438,0,0,0,51,0,0,0,1,3,10,1,22,17,*,*,*,*,0,*,28,92,24,1,0,25,31,*,0
Yuba,January,2023,"18,128","9,640",504,,259,,,152,26,,"24,554","4,106",5.60%,11.59%,51.72%,29,18,19,23,30,5,1,4,0,0,14,21,715,455,289,284,5,0,38,8,224,2,1,0,3,0,0,0,4,9,12,33,4,11,0,75,0,75,26,4,0,0,0,,0,0,0,0,0,,0,0,75,17,18,,,21,0,0,0,13,75,57,,,0,75,28,20,,14,16,,0,0,0,34,0,0,0,0,0,1,0,*,29,*,*,*,0,0,0,*,45,14,0,0,14,21,0,0
Statewide,February,2023,"5,279,690","3,020,632","369,341","$1,363,060,359",159083,5234234,45456,"19,225","3,741","$7,620,664","3,092,570","552,150",4.80%,11.03%,42.29%,279,9966,13923,7327,"6,474","2,328",813,1303,86,140,4561,4241,"220,312","148,425","110,987","106,362","4,371",254,47,16,192,1462,832,914,1903,0,4653,587,962,1106,3007,9673,13362,5174,59,35661,455,36175,24,282,0,,62,33768,17,23,21,76,26,2063,115,,36175,8866,4850,2895,2308,6867,67,92,981,9249,36175,23671,12078,103,323,36175,13288,11702,,3824,3798,1674,29,21,110,"6,498",43,68,49,172,35,"1,632",145,"3,468","2,586","1,463","1,736",901,64,34,271,"2,265","12,788","4,237",366,4,"4,607",6486,93,109
Alameda,February,2023,"168,022","104,831","8,260",,7554,,,752,68,,"118,646","9,513",3.70%,3.46%,30.00%,10,618,696,0,238,43,18,25,5,14,139,142,"8,335","6,105","5,503","4,923",579,1,54,10,126,0,0,0,20,0,458,36,0,37,0,0,1130,184,,1403,,1421,24,9,0,0,12,1367,0,0,0,,0,36,,0,1421,110,63,104,101,129,,,77,830,1421,914,502,,,1421,192,181,,0,74,54,0,3,17,205,3,2,4,8,0,25,14,38,12,57,67,*,0,*,14,127,324,173,11,0,184,281,*,*
Alpine,February,2023,144,81,0,,,,,*,0,,124,0,5.70%,16.95%,52.63%,38,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amador,February,2023,"4,087","2,387",23,,44,,,13,*,,"1,747",573,5.50%,16.95%,52.63%,38,2,2,5,7,2,1,1,0,0,3,6,155,77,49,49,0,0,35,20,167,0,0,2,0,0,0,0,0,0,4,2,0,3,0,,,11,32,0,0,0,0,11,0,0,0,0,0,0,0,0,11,,,0,0,,0,0,,0,11,,,0,0,11,,,,,,0,0,0,0,9,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,5,0,0,5,*,0,0
Butte,February,2023,"37,626","23,930",442,,3374,,,250,55,,"38,230","7,187",5.60%,16.95%,52.63%,38,277,148,292,64,29,10,17,0,1,45,48,"1,834","1,412","1,189","1,045",142,2,47,28,190,31,16,8,27,0,0,1,16,49,78,540,66,33,0,,,809,22,11,0,0,0,,0,0,0,0,0,,0,0,809,135,250,30,22,169,,,,189,809,481,310,,,809,621,472,,92,37,109,0,0,0,85,0,0,1,3,0,4,0,*,67,*,*,*,*,0,0,20,121,49,4,0,53,53,*,*
Calaveras,February,2023,"5,916","3,520",52,,49,,,21,*,,"3,528","1,065",4.30%,16.95%,52.63%,38,4,6,4,9,3,2,1,0,0,5,7,223,130,94,93,1,0,46,24,129,0,0,0,0,0,0,1,1,4,6,4,0,4,0,14,0,14,26,2,0,0,0,14,0,0,0,0,0,0,0,0,14,0,,0,0,,0,0,0,,14,,,0,0,14,,,,,,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,*,*,0,0,0,*,17,8,0,0,8,*,0,0
Colusa,February,2023,"2,860","1,456",250,,52,,,12,0,,"1,777",0,18.30%,16.95%,52.63%,38,3,8,3,2,1,0,1,0,0,1,2,106,58,47,45,2,0,65,19,79,1,1,2,2,0,0,0,1,1,4,9,0,1,0,20,0,20,24,1,0,0,0,,0,0,0,0,0,,0,0,20,,,0,0,,0,0,0,,20,,,0,0,20,,,,,,,0,0,0,1,0,0,0,0,0,2,0,*,0,0,0,*,0,0,0,*,*,2,0,0,2,*,0,0
Contra Costa,February,2023,"98,627","56,603","6,132",,1922,,,570,108,,"98,078","15,328",3.90%,2.13%,20.00%,5,63,124,126,63,82,9,6,1,0,88,57,"3,318","2,455","2,944","2,819",115,10,50,-6,153,6,0,2,7,0,87,4,0,3,2,6,253,52,,340,,353,27,8,0,0,0,339,,0,0,0,0,,,0,353,48,41,33,45,35,0,,,129,353,255,90,,,353,42,38,,0,52,,0,0,0,137,0,0,0,2,0,5,1,20,17,18,57,0,0,*,11,46,171,49,3,0,52,69,0,0
Del Norte,February,2023,"6,345","3,798",50,,74,,,52,35,,"7,928","4,912",5.90%,16.95%,52.63%,38,6,2,2,12,3,1,2,0,0,6,9,170,55,42,42,0,0,43,15,134,0,0,0,0,0,0,0,1,1,0,1,2,7,0,16,0,16,29,1,0,0,0,16,0,0,0,0,0,0,0,0,16,,,,0,,0,0,0,,16,11,,0,,16,,,,,,0,0,0,0,15,0,0,0,0,0,0,0,0,25,*,0,0,*,0,0,*,29,6,2,0,8,*,*,0
El Dorado,February,2023,"13,215","8,351",272,,195,,,30,13,,"4,337","2,164",4.00%,16.95%,52.63%,38,13,20,16,14,8,3,5,1,1,7,15,695,441,316,311,3,2,47,36,272,7,2,1,5,0,0,0,0,5,7,23,5,14,0,58,0,58,26,2,0,0,0,,0,0,0,0,0,,0,0,58,,26,,,11,0,0,,11,58,38,,0,,58,14,13,,,13,,0,0,0,22,0,0,0,0,0,0,0,*,22,*,0,0,0,0,0,*,35,9,0,0,9,12,0,0
Fresno,February,2023,"242,817","118,773","19,895",,5428,,,"1,143",168,,"201,503","25,685",8.10%,2.25%,41.67%,12,328,730,1,225,46,22,24,3,6,180,91,"6,937","5,625","4,386","4,170",206,10,44,18,204,0,0,0,17,0,524,71,0,10,0,0,914,145,,1186,,1209,25,5,0,0,0,1104,0,0,0,,,98,0,0,1209,376,97,72,52,126,,0,,455,1209,757,442,,,1209,174,165,,0,130,,2,1,0,197,0,0,0,26,0,45,0,109,33,42,16,*,*,0,*,127,338,131,14,0,145,271,*,*
Glenn,February,2023,"4,300","2,208",202,,62,,,33,*,,"4,997","1,982",6.70%,16.95%,52.63%,38,2,2,5,4,0,0,0,0,0,0,4,157,74,57,51,6,0,32,9,428,2,0,0,0,0,0,0,0,0,0,4,2,3,0,,,13,26,0,0,0,0,13,0,0,0,0,0,0,0,0,13,,,0,0,,0,0,0,,13,,,0,0,13,,,,,,0,0,0,0,3,0,0,0,0,0,1,0,*,*,0,0,0,*,0,0,*,*,1,0,0,1,*,0,0
Humboldt,February,2023,"27,437","17,757",494,,1402,,,136,29,,"20,203","3,621",4.70%,16.95%,52.63%,38,108,67,110,35,12,5,7,2,0,23,24,"1,261",742,545,545,0,0,44,27,121,13,5,10,25,0,0,0,8,6,24,149,70,42,0,,,360,24,4,0,0,0,,0,0,0,0,0,,0,0,360,35,144,,,74,,0,,83,360,226,104,,,360,255,168,,40,16,11,0,0,0,45,0,0,0,0,0,2,0,*,37,*,*,*,*,*,0,*,67,26,1,0,27,26,0,*
Imperial,February,2023,"47,079","23,091","1,296",,1046,,,221,43,,"34,290","7,256",15.60%,16.95%,52.63%,38,46,39,43,57,28,10,18,2,1,40,45,"1,375",785,542,535,2,5,50,14,178,2,1,8,8,0,0,3,6,11,24,64,2,38,0,,,176,25,3,0,0,0,105,0,0,0,0,0,71,0,0,176,81,15,0,0,73,0,0,,,176,111,,0,,176,67,44,,19,32,,0,0,0,33,0,0,0,0,0,52,0,70,20,*,*,28,*,0,*,*,133,31,5,0,36,48,*,0
Inyo,February,2023,"2,194","1,263",64,,17,,,*,0,,414,0,4.10%,16.95%,52.63%,38,0,2,1,3,2,1,1,0,0,1,4,84,45,33,33,0,0,50,9,128,0,0,1,0,0,0,0,0,1,0,3,0,0,0,,0,,31,0,0,0,0,,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,,,,0,0,0,0,5,0,0,0,0,0,0,0,0,*,0,*,0,*,0,0,0,*,3,0,0,3,*,0,0
Kern,February,2023,"189,927","91,047","13,989",,3430,,,867,196,,"142,980","26,511",8.90%,4.56%,44.44%,9,257,325,233,297,137,42,88,4,3,195,239,"7,320","4,419","2,645","2,628",16,1,43,32,263,105,13,73,45,0,2,10,40,36,176,293,132,214,,919,,945,25,13,0,0,0,832,0,0,0,,0,,0,0,945,297,176,34,55,251,,,,121,945,667,278,0,0,945,409,193,,147,173,16,0,0,0,338,0,0,0,2,0,94,0,136,147,23,82,38,*,0,*,97,530,163,8,0,171,257,*,*
Kings,February,2023,"28,867","14,177","1,974",,599,,,107,45,,"16,721","6,452",9.20%,16.95%,52.63%,38,34,64,48,31,9,3,5,0,0,16,24,"1,018",543,350,345,5,0,37,11,276,18,0,4,9,0,0,3,7,23,26,82,1,37,0,,,183,24,2,0,0,0,170,0,0,0,0,0,13,0,0,183,54,25,,,52,,0,,41,183,132,,0,,183,51,50,,42,31,0,0,0,0,36,0,0,0,0,0,4,0,29,*,*,*,*,0,0,0,17,65,14,0,0,14,22,0,0
Lake,February,2023,"16,147","9,781",474,,151,,,86,29,,"13,247","3,979",6.20%,16.95%,52.63%,38,8,8,11,14,6,2,4,0,0,10,10,478,297,199,192,7,0,45,14,144,3,0,1,1,0,0,0,1,2,6,8,10,3,0,,,35,31,0,0,0,0,35,0,0,0,0,0,0,0,0,35,,20,0,0,,,0,0,,35,16,,,11,35,16,12,,,,0,0,0,0,20,0,0,0,0,0,0,0,*,22,0,*,*,0,0,0,*,31,11,0,0,11,11,0,0
Lassen,February,2023,"3,980","2,291",61,,139,,,18,*,,"3,274","1,431",6.20%,16.95%,52.63%,38,10,5,12,10,2,1,1,0,0,3,9,132,73,62,60,2,0,51,39,174,0,0,1,0,0,0,0,3,1,0,0,24,3,0,,,31,27,0,0,0,0,31,0,0,0,0,0,0,0,0,31,,24,0,0,,0,0,0,,31,18,13,0,0,31,27,20,,,,,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,*,0,0,0,*,17,7,0,0,7,*,0,0
Los Angeles,February,2023,"1,557,315","950,541","122,610",,50643,,,"3,753",602,,"583,904","89,655",5.30%,13.33%,27.03%,74,3093,3301,2787,"2,268",665,319,342,32,42,1489,1444,"63,364","41,850","26,443","25,697",639,107,50,9,167,674,622,92,1009,0,4,83,548,269,1886,5734,44,1517,19,10888,131,11038,24,37,0,,12,10169,,15,,42,,754,,,11038,3807,1398,1023,1046,2569,14,13,282,886,11038,7324,3687,14,13,11038,6564,6109,,1520,1174,330,24,6,49,"1,955",11,51,33,29,11,738,26,"1,752",886,781,818,430,*,12,110,286,"5,085","1,563",159,3,"1,725",2134,12,39
Madera,February,2023,"33,669","15,609","4,774",,691,,,99,*,,"15,731","1,578",8.10%,16.95%,52.63%,38,46,36,42,30,12,4,6,0,0,9,33,"1,002",408,377,365,12,0,43,15,215,4,7,4,6,0,0,0,7,8,3,2,68,51,0,,,155,24,0,0,0,0,132,0,0,0,0,0,23,0,0,155,52,27,,,32,0,0,,39,155,109,46,0,0,155,55,53,,18,24,0,0,0,0,32,0,0,0,0,0,10,0,*,12,0,0,*,*,0,0,18,52,21,0,0,21,24,0,0
Marin,February,2023,"14,522","9,795","1,921",,380,,,31,*,,"4,489","1,721",3.10%,16.95%,52.63%,38,28,29,56,10,7,3,4,0,0,10,7,590,334,287,271,16,0,46,32,164,5,0,6,13,0,0,0,3,2,18,77,3,15,0,,,124,25,2,0,0,0,,0,0,0,0,0,,0,0,124,18,33,,,36,0,0,,18,124,81,,0,,124,47,40,,19,,,0,0,0,15,0,0,0,0,0,2,0,*,*,0,*,*,0,0,*,*,22,8,0,0,8,*,0,*
Mariposa,February,2023,"2,954","1,785",39,,29,,,*,*,,"1,497",442,6.70%,16.95%,52.63%,38,0,0,2,4,2,1,1,0,0,2,4,101,53,28,27,1,0,46,12,173,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,,30,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,0,0,,,,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,*,0,0,*,*,0,0,*,*,3,0,0,3,*,0,0
Mendocino,February,2023,"16,487","10,053",665,,169,,,48,16,,"6,714","2,103",5.20%,16.95%,52.63%,38,9,7,7,16,4,1,3,0,1,8,12,650,303,306,292,12,2,53,10,125,1,0,3,3,0,0,0,0,0,0,2,15,6,0,,,31,29,0,0,0,0,,0,0,0,0,0,,0,0,31,,12,0,,,,0,0,,31,19,12,0,0,31,,,,,,0,0,0,0,17,0,0,0,0,0,3,0,*,16,0,*,*,*,0,0,*,29,14,1,0,15,12,0,*
Merced,February,2023,"60,792","29,898","5,140",,2365,,,333,100,,"53,683","15,612",10.50%,6.38%,50.00%,2,105,153,205,56,47,7,38,1,0,43,60,"2,053","1,124",883,861,22,0,45,28,240,28,34,11,20,0,0,1,9,50,74,266,5,118,0,560,0,560,23,3,0,0,0,511,0,0,0,0,0,49,0,0,560,237,55,51,28,163,,0,,23,560,341,167,,,560,293,237,,89,55,26,0,0,0,76,0,0,0,1,0,26,0,58,40,14,*,21,*,*,*,*,150,30,5,0,35,56,*,*
Modoc,February,2023,"1,974","1,100",29,,,,,17,*,,"2,561",442,8.80%,16.95%,52.63%,38,1,0,1,2,0,0,0,0,0,1,1,43,20,11,11,0,0,48,7,432,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,,29,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,0,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,1,0,0,1,*,0,0
Mono,February,2023,733,452,40,,,,,*,0,,233,0,3.80%,16.95%,52.63%,38,0,2,1,1,0,0,0,0,0,0,1,34,29,17,17,0,0,44,3,85,0,0,0,0,0,0,0,1,1,1,2,0,0,0,,0,,22,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,1,0,0,1,*,0,0
Monterey,February,2023,"54,539","26,995","12,296",,1249,,,114,27,,"18,644","4,286",9.50%,5.07%,52.63%,38,101,123,153,53,25,7,17,0,0,28,50,"3,386","1,857","1,143","1,083",60,0,40,14,190,14,10,30,26,0,0,2,18,23,13,112,175,77,0,,,448,24,7,0,0,0,394,0,0,0,0,0,54,0,0,448,155,68,13,14,97,0,,,93,448,303,,0,,448,219,196,,30,65,,0,0,0,53,0,0,0,0,0,24,1,40,16,*,*,12,*,0,0,24,105,35,1,0,36,45,0,*
Napa,February,2023,"8,840","5,211","1,050",,130,,,19,12,,"3,215","1,875",3.70%,16.95%,52.63%,38,10,37,24,11,7,3,4,0,0,6,12,480,263,186,183,3,0,47,24,154,4,14,0,8,0,0,0,6,5,12,19,19,21,0,,,82,26,1,0,0,0,,0,0,0,0,0,,0,0,82,19,19,,,21,0,0,0,11,82,47,,0,,82,17,16,,,12,,0,0,0,13,0,0,0,1,0,4,0,*,11,*,*,*,0,0,0,*,25,8,0,0,8,13,0,0
Nevada,February,2023,"10,577","6,790",126,,212,,,18,*,,"2,837",522,4.00%,16.95%,52.63%,38,14,11,14,17,3,0,3,0,0,9,11,488,333,182,180,1,1,49,26,144,3,0,2,1,0,0,1,2,2,13,16,5,5,0,,,56,32,1,0,0,0,56,0,0,0,0,0,0,0,0,56,,37,,0,13,0,0,,,56,45,11,0,0,56,21,19,,,11,,0,0,0,20,0,0,0,0,0,0,0,*,18,0,0,*,*,0,0,*,29,15,0,0,15,14,*,*
